bodyPart,equipment,gifUrl,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
back,cable,https://v2.exercisedb.io/image/nQVo4gbBKMwQJR,0180,cable low seated row,upper back,biceps,forearms,Sit on the machine with your feet flat on the footrests and your knees slightly bent.,"Grasp the handles with an overhand grip, palms facing down.","Keep your back straight and lean slightly forward, maintaining a slight bend in your elbows.","Pull the handles towards your body, squeezing your shoulder blades together.","Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/0ucsnB3W364eVc,1634,cable lying bicep curl,biceps,forearms,,Attach a straight bar to a low pulley cable machine.,Lie face up on a flat bench with your feet flat on the ground.,"Grasp the bar with an underhand grip, hands shoulder-width apart.","Extend your arms fully, keeping your elbows close to your sides.","Keeping your upper arms stationary, exhale and curl the bar up towards your shoulders.","Pause for a moment at the top, squeezing your biceps.",,"Inhale and slowly lower the bar back to the starting position, fully extending your arms.",Repeat for the desired number of repetitions.,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/q8r2mrFGtQ2FKN,0182,cable lying close-grip curl,biceps,forearms,,Attach a straight bar to a low pulley cable machine.,Lie face up on a flat bench with your feet flat on the ground.,"Grasp the bar with an underhand grip, hands shoulder-width apart.","Extend your arms fully, keeping your elbows close to your sides.","Keeping your upper arms stationary, curl the bar towards your chest by contracting your biceps.","Pause for a moment at the top, squeezing your biceps.",,"Slowly lower the bar back to the starting position, fully extending your arms.",Repeat for the desired number of repetitions.,,,,,,
back,cable,https://v2.exercisedb.io/image/2jqHLYOPuB5HR1,0184,cable lying extension pullover (with rope attachment),lats,triceps,shoulders,Attach a rope to a cable machine and set the pulley at the highest position.,Lie down on a bench with your head towards the cable machine.,Hold the rope with both hands and extend your arms straight up above your chest.,"Keeping your arms straight, slowly lower the rope behind your head while maintaining control.","Pause for a moment at the bottom, then slowly raise the rope back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/NuX-LBQ-WSFBln,0185,cable lying fly,pectorals,deltoids,triceps,Attach the handles to the cables and lie flat on a bench with your feet flat on the ground.,Hold the handles with your palms facing each other and your arms extended straight above your chest.,"Keeping a slight bend in your elbows, lower your arms out to the sides in a wide arc until you feel a stretch in your chest.","Pause for a moment, then squeeze your chest muscles to bring your arms back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/CApluddzIxSP8n,0186,cable lying triceps extension v. 2,triceps,shoulders,,Attach a rope handle to a low pulley cable machine.,"Lie down on a flat bench facing up, with your head towards the cable machine.","Grasp the rope handle with both hands, palms facing each other, and extend your arms straight up over your chest.","Keeping your upper arms stationary, slowly lower the rope handle towards your forehead by bending your elbows.","Pause for a moment at the bottom, then extend your arms back up to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/uSDEDnrDJ5y-U6,0188,cable middle fly,pectorals,deltoids,triceps,Attach cables to both sides of a cable machine at chest height.,Stand in the center of the machine with one foot slightly in front of the other.,Grasp the handles with an overhand grip and extend your arms out to the sides.,Keep a slight bend in your elbows and maintain a slight forward lean.,Engage your chest muscles and bring your arms forward in a sweeping motion.,"Pause for a moment at the center, then slowly return your arms back to the starting position.",,Repeat for the desired number of repetitions.,,,,,,,
back,cable,https://v2.exercisedb.io/image/BsD74RWdgmeTAk,0189,cable one arm bent over row,upper back,biceps,forearms,Stand facing a cable machine with your feet shoulder-width apart.,"Bend your knees slightly and hinge forward at the hips, keeping your back straight.","Grasp the cable handle with one hand, palm facing inward, and extend your arm fully.","Pull the cable handle towards your body, keeping your elbow close to your side, until your hand reaches your lower chest.","Pause for a moment, then slowly extend your arm back to the starting position.","Repeat for the desired number of repetitions, then switch sides.",,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/kEaqIP7OX3haST,0190,cable one arm curl,biceps,forearms,,Stand facing the cable machine with your feet shoulder-width apart.,"Grasp the cable handle with an underhand grip, palm facing up.",Keep your elbow close to your side and slowly curl your forearm up towards your shoulder.,"Pause for a moment at the top, then slowly lower your forearm back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/kopv0rqi7osF8q,1262,cable one arm decline chest fly,pectorals,shoulders,triceps,Attach a D-handle to a low pulley cable machine and set the bench to a decline angle.,Lie down on the bench with your head towards the machine and grab the handle with your right hand.,"Extend your arm straight up above your chest, keeping a slight bend in your elbow.","With a controlled motion, lower your arm out to the side until your hand is in line with your shoulder.","Pause for a moment, then reverse the motion and bring your arm back to the starting position.","Repeat for the desired number of repetitions, then switch to your left arm and repeat the exercise.",,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/TfQcgoYssofz2o,1263,cable one arm fly on exercise ball,pectorals,deltoids,triceps,Sit on an exercise ball with your feet flat on the ground and your back straight.,"Hold a cable handle in one hand and extend your arm out to the side, parallel to the ground.",Keep your elbow slightly bent and your palm facing forward.,"Slowly bring your arm across your body, squeezing your chest muscles.","Pause for a moment at the end of the movement, then slowly return to the starting position.","Repeat for the desired number of repetitions, then switch sides.",,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/srgx-Ha5KW355k,1264,cable one arm incline fly on exercise ball,pectorals,deltoids,triceps,Sit on an exercise ball with your feet flat on the ground and your back against an incline bench.,Hold a cable handle in one hand with your arm extended and palm facing inward.,"Keeping a slight bend in your elbow, slowly lower your arm out to the side until your hand is in line with your shoulder.","Pause for a moment, then squeeze your chest muscles to bring your arm back to the starting position.","Repeat for the desired number of repetitions, then switch arms.",,,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/SRtCDic4YqpEOA,1265,cable one arm incline press,pectorals,deltoids,triceps,Adjust the cable machine to a low pulley position.,Sit on an incline bench facing away from the cable machine.,Grasp the handle with one hand and bring it up to shoulder height.,Position your feet firmly on the ground and maintain a stable position.,"Press the handle forward and upward, extending your arm fully.","Pause for a moment at the top, then slowly lower the handle back to the starting position.",,"Repeat for the desired number of repetitions, then switch sides.",,,,,,,
chest,cable,https://v2.exercisedb.io/image/FJcUN9IVnFJOg1,1266,cable one arm incline press on exercise ball,pectorals,shoulders,triceps,Sit on an exercise ball with your feet flat on the ground and your back resting against an incline bench.,Hold a cable handle in one hand and position your arm at a 90-degree angle with your elbow bent.,"Press the cable handle forward and upward, extending your arm fully.","Pause for a moment at the top, then slowly lower the cable handle back to the starting position.","Repeat for the desired number of repetitions, then switch to the other arm.",,,,,,,,,,
